Ramo;Codigo;Nome;Apelido;Razao social;Situacao;Contato;E-mail do contato;Inscricao municipal;Codigo do municipio;Endereco fiscal;Numero;Complemento;Bairro fiscal;Cidade fiscal;UF fiscal;CEP fiscal;Endereco cobranca;Numero;Complemento;Bairro cobranca;Cidade cobranca;UF cobranca;CEP cobranca;Telefone (1);Telefone (2);Fax;Celular;Zona fiscal;SUFRAMA;Tipo pessoa;CNPJ/CPF;Ultima venda ;Inscr.estadual/R.G.;Cod.representante;Nome representante;2  DOC./CRM   ;UF;Endereco de entrega 1;Endereco de entrega 2;Endereco de entrega 3;Endereco de entrega 4;Endereco de entrega 5;Ultima NF emitida;Data ultima NF emitida;Limite credito;Cod.plano pagto;Plano pagto;Observacoes;Tipo;Codigo;Especialidade;Em uso?;Data de cadastro;Transportadora;Lista de precos;Portador;Carteira;Codigo de terceiro;Ultima atualizacao;Grupo de cliente;Descricao do grupo de cliente;Emite NF?
1;68;HOSPITAL VILA NOVA STAR;HOSPITAL VILA NOVA STAR;ONCO STAR SP ONCOLOGIA LTDA;Venda proibida                  ;ROSEMEIRE;rosemeire.bastos@vilanovastar.com.br, gabriela.galdino@vilanovastar.com.br,                         ;          ;3550308;DOUTOR ALCEU DE CAMPOS RODRIGUES   ;126;;VILA NOVA CONCEICAO;SAO PAULO;SP;4544000;DOUTOR ALCEU DE CAMPOS RODRIGUES   ;126;;VILA NOVA CONCEICAO;SAO PAULO;SP;4544000;;;;;Nao Contr/Consumidor;;B-Pessoa juridica e nao contribuinte;'28290788000137;13/11/2023;'ISENTO;1;SURGICAL;';;;;;;;29.614;13/11/2023;0;   ;;;Hospital;   ;                              ;;13/01/2023;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;04/03/2024;63;HOSPITAL VILA NOVA STAR            ;Opcional com default SIM
1;69;HOSPITAL ALBERT EINSTEIN;HOSPITAL ALBERT EINSTEIN;SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINS;Venda proibida                  ;;;          ;3550308;ALBERT EINSTEIN                    ;627;;JARDIM LEONOR;SAO PAULO;SP;5652000;ALBERT EINSTEIN                    ;627;;JARDIM LEONOR;SAO PAULO;SP;5652000;;;;;Nao Contr/Consumidor;;B-Pessoa juridica e nao contribuinte;'60765823000130;08/01/2024;'ISENTO;1;SURGICAL;';;;;;;;29.787;08/01/2024;0;   ;;;Hospital;   ;                              ;;13/01/2023;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;04/03/2024;60;HOSPITAL ALBERT EINSTEIN           ;Opcional com default SIM
1;70;TITANIUN COMERCIO DE MATERIAL MEDIC;TITANIUN IMPLANTES;TITANIUN COMERCIO DE MATERIAL MEDICO HOSPITALAR E;Venda proibida                  ;;;          ;5103403;AV HISTORIADOR RUBENS MENDONCA     ;2368;S 1102;BOSQUE DA SAUDE;CUIABA;MT;78050000;AV HISTORIADOR RUBENS MENDONCA     ;2368;S 1102;BOSQUE DA SAUDE;CUIABA;MT;78050000;;;;;Mercado interno;;C-Pessoa juridica contribuinte;'04667793000158;          ;'134739914;1;SURGICAL;';;;;;;;16.749;06/04/2018;0;   ;;SEM QUALIFICAÇÃO - INATIVO;Distribuidor;   ;                              ;;13/01/2023;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;12/07/2023;;;Opcional com default SIM
1;71;INOMEDICAL;INOMEDICAL;INOMEDICAL COMERCIO DE PRODUTOS HOSPITALARES LTDA;Venda proibida                  ;;;          ;3550308;JABAQUARA                          ;2049;SALA 42 44 46 8;MIRANDOPOLIS;SAO PAULO;SP;4045003;JABAQUARA                          ;2049;SALA 42 44 46 8;MIRANDOPOLIS;SAO PAULO;SP;4045003;;;;;Mercado interno;;C-Pessoa juridica contribuinte;'07250561000198;23/12/2024;'141222764118;34;PEDRO;';;;;;;;971;23/12/2024;0;   ;;AFE COM TRANSPORTE - REV05;Distribuidor;   ;                              ;;13/01/2023;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;13/01/2025;33;O3M / INOMEDICAL                   ;Opcional com default SIM
1;72;MASTERMEDIC CE;MASTERMEDIC CE;MASTERMEDIC COMERCIO DE PRODUTOS MEDICOS HOSPITALA;Liberado com limite de credito  ;;;          ;2304400;SANTOS DUMONT                      ;5753;SALA 1501/1502/;PAPICU;FORTALEZA;CE;60175047;SANTOS DUMONT                      ;5753;SALA 1501/1502/;PAPICU;FORTALEZA;CE;60175047;;;;;Mercado interno;;C-Pessoa juridica contribuinte;'11970849000104;27/11/2024;'064106322;1;SURGICAL;';;;;;;;31.599;27/01/2025;0;   ;;AFE COM TRANSPORTE - REV05;Distribuidor;   ;                              ;;13/01/2023;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;09/12/2024;14;GOLDMEDIC / MASTERMEDIC            ;Opcional com default SIM
1;73;GENESYSMED BRASIL;GENESYSMED BRASIL;GENESYSMED BRASIL COMERCIO DE PRODUTOS HOSPITALARE;Venda proibida                  ;;;          ;3513801;SALGADO DE CASTRO                  ;280;;CENTRO;DIADEMA;SP;9920690;SALGADO DE CASTRO                  ;280;;CENTRO;DIADEMA;SP;9920690;;;;;Mercado interno;;C-Pessoa juridica contribuinte;'33412395000199;22/12/2023;'286765856110;1;SURGICAL;';;;;;;;577;22/12/2023;0;   ;;AFE COM TRANSPORTE - REV05 - SEM CONTRATO;Distribuidor;   ;                              ;;13/01/2023;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;19/12/2024;58;GENESYS                            ;Opcional com default SIM
1;74;NEUROX PB;NEUROX PB;NEUROX LOCACAO E COMERCIO ATACADISTA DE EQUIPAMENT;Liberado com limite de credito  ;FINANCEIRO NEUROX;financeiro@neuroxmedical.com,;          ;2507507;JULIA FREIRE                       ;1200;SALA 1002/1003;EXPEDICIONARIOS;JOAO PESSOA;PB;58041000;JULIA FREIRE                       ;1200;SALA 1002/1003;EXPEDICIONARIOS;JOAO PESSOA;PB;58041000;;;;;Mercado interno;;C-Pessoa juridica contribuinte;'29112611000103;20/12/2024;'163058164;34;PEDRO;';;;;;;;31.466;20/12/2024;150000;   ;;AFE;Distribuidor;   ;                              ;;13/01/2023;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;14/01/2025;29;NEUROX - SPINALE                   ;Opcional com default SIM
1;75;RAFAEL MOREIRA GESTAO EMPRESARIAL;BE SAFE CONSULTORIA EM BENEFICIOS;RAFAEL MOREIRA GESTAO EMPRESARIAL;Liberado com limite de credito  ;RAFAEL MOREIRA;rafael.moreira@surgicalline.com.br;5552992;3550308;DOUTOR LUIS CARLOS                 ;514;;VILA ARICANDUVA;SAO PAULO;SP;3505000;DOUTOR LUIS CARLOS                 ;514;;VILA ARICANDUVA;SAO PAULO;SP;3505000;;;;;Nao Contr/Consumidor;;B-Pessoa juridica e nao contribuinte;'25079204000190;          ;'ISENTO;1;SURGICAL;';;;;;;;28.553;14/02/2023;0;   ;;;Outros;   ;                              ;;16/01/2023;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;16/01/2023;;;Opcional com default SIM
1;76;FULL TIME;FULL TIME;FULL TIME COMERCIO DE MATERIAL MEDICO LTDA;Venda proibida                  ;DJALMA;compras@fulltime.med.br,;449041101;1302603;TANCREDO NEVES                     ;1582;SALA 113;PARQUE 10 DE NOVEMBR;MANAUS;AM;69054700;TANCREDO NEVES                     ;1582;SALA 113;PARQUE 10 DE NOVEMBR;MANAUS;AM;69054700;;;;;Mercado interno;;C-Pessoa juridica contribuinte;'35411421000190;16/04/2024;'054145740;34;PEDRO;';;;;;;;30.263;17/04/2024;0;   ;;AFE COM TRANSPORTE -REV05// CLIENTE SEM CONTRATO;Distribuidor;   ;                              ;;17/01/2023;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;12/11/2024;11;FULL TIME                          ;Opcional com default SIM
1;77;MINAS CIRURGICA;MINAS CIRURGICA;MINAS CIRURGICA LTDA;Venda proibida                  ;EDVANIA;edvania@minascirurgica.com;          ;3106200;AVENIDA DO CONTORNO                ;4023;SALAS 901 E 909;CENTRO;BELO HORIZONTE;MG;30110001;AVENIDA DO CONTORNO                ;4023;SALAS 901 E 909;CENTRO;BELO HORIZONTE;MG;30110001;;;;;Mercado interno;;C-Pessoa juridica contribuinte;'07015617000120;06/08/2024;'0623272290060;1;SURGICAL;';;;;;;;30.795;06/08/2024;0;   ;;AFE SEM TRANSPORTE - DECLARAÇÃO                 REV05;Distribuidor;   ;                              ;;19/01/2023;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;05/12/2024;26;MINAS CIRURGICA                    ;Opcional com default SIM
1;78;DELTA MEDICAL COMERCIAL LTDA;DELTA MEDICAL COMERCIAL LTDA;DELTA MEDICAL COMERCIAL LTDA;Cliente provisorio              ;;;          ;3550308;ANGELICA                           ;321;CONJ 38 87 E 88;SANTA CECILIA;SAO PAULO;SP;1227000;ANGELICA                           ;321;CONJ 38 87 E 88;SANTA CECILIA;SAO PAULO;SP;1227000;;;;;Mercado interno;;C-Pessoa juridica contribuinte;'04380711000190;          ;'116412216114;1;SURGICAL;';;;;;;;14.058;02/02/2016;0;   ;;;Distribuidor;   ;                              ;;31/01/2023;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;31/01/2023;9;DELTA MEDICAL                      ;Opcional com default SIM
1;79;ANDERSON RICHARD KLEINDIENST NASCIM;ANDERSON RICHARD KLEINDIENST NASCIM;ANDERSON RICHARD KLEINDIENST NASCIM;Liberado com limite de credito  ;;;          ;3550308;RUA JOAO DE ARAUJO                 ;670;;VILA DOS ANDRADAS;SAO PAULO;SP;4469000;RUA JOAO DE ARAUJO                 ;670;;VILA DOS ANDRADAS;SAO PAULO;SP;4469000;;;;;Nao Contr/Consumidor;;A-Pessoa fisica;'00028556158870;          ;'ISENTO;1;SURGICAL;';;;;;;;30.968;30/08/2024;510000;1;A VISTA;;Particular;   ;                              ;;31/01/2023;   1-TRANSPORTE DO CLIENTE         ;; 1-CARTEIRA INTERNA-CR ; 1-CARTEIRA INTERNA-CR ;                    ;04/05/2023;;;Opcional com default SIM
1;80;ALFEMA DOIS MERCANTIL CIRURGICA LTD;ALFEMA DOIS MERCANTIL CIRURGICA LTD;ALFEMA DOIS MERCANTIL CIRURGICA LTDA;Cliente provisorio              ;;;          ;5002704;MINISTRO JOAO ARINOS               ;1848;;PANORAMA;CAMPO GRANDE;MS;79044605;MINISTRO JOAO ARINOS               ;1848;;PANORAMA;CAMPO GRANDE;MS;79044605;;;;;Mercado interno;;C-Pessoa juridica contribuinte;'33761636000105;          ;'282617868;1;SURGICAL;';;;;;;;19.934;11/11/2019;0;   ;;;Distribuidor;   ;                              ;;31/01/2023;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;01/11/2024;;;Opcional com default SIM
1;81;PRISCILA FORMAGGIO TRAJANO;PRISCILA FORMAGGIO TRAJANO;PRISCILA FORMAGGIO TRAJANO;Liberado com limite de credito  ;PRISCILA FORMAGGIO;priscila.formaggio@rbtgroup.com.br;          ;3550308;RUA PEREIRA ESTEFANO               ;114;;VILA DA SAUDE;SAO PAULO;SP;4144070;RUA PEREIRA ESTEFANO               ;114;;VILA DA SAUDE;SAO PAULO;SP;4144070;;;;;Nao Contr/Consumidor;;A-Pessoa fisica;'00038488821832;          ;'ISENTO;1;SURGICAL;';;;;;;;30.042;29/02/2024;0;   ;;;Particular;   ;                              ;;31/01/2023;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;19/06/2023;;;Opcional com default SIM
1;82;RBTG;RBTG;RBTG BRASIL EQUIPAMENTOS MEDICOS HOSPITALARES LTDA;Liberado com limite de credito  ;;leni.;          ;3538709;CONDE DO PINHAL                    ;394;;AREAO;PIRACICABA;SP;13414042;CONDE DO PINHAL                    ;394;;AREAO;PIRACICABA;SP;13414042;19 3377 6612;;;;Mercado interno;;C-Pessoa juridica contribuinte;'18949207000172;26/06/2023;'535505511118;10;LAIS M.;';;;;;;;31.092;26/09/2024;0;   ;;;Distribuidor;   ;                              ;;31/01/2023;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;11/01/2024;68;RBTG                               ;Opcional com default SIM
1;83;RICARDO MAXIMO GRECCO;RICARDO MAXIMO GRECCO;RICARDO MAXIMO GRECCO;Liberado com limite de credito  ;RICARDO;;          ;3548708;RUA CHILE                          ;95;;TABOAO;SAO BERNARDO DO CAMPO;SP;9667000;RUA CHILE                          ;95;;TABOAO;SAO BERNARDO DO CAMPO;SP;9667000;5511 971196091;;;;Nao Contr/Consumidor;;A-Pessoa fisica;'00033840864810;          ;'ISENTO;1;SURGICAL;';;;;;;;29.832;17/01/2024;0;   ;;;Outros;   ;                              ;;06/02/2023;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;06/02/2023;;;Opcional com default SIM
1;84;FULL SURGICAL;FULL SURGICAL;FULL SURGICAL MATERIAIS MEDICOS HOSPITALARES LTDA;Liberado com limite de credito  ;Murilo;comercial@fullsurgical.com.br;          ;3548807;TERRACOTA                          ;185;CONJ 116 E 117;CERAMICA;SAO CAETANO DO SUL;SP;9531190;TERRACOTA                          ;185;CONJ 116 E 117;CERAMICA;SAO CAETANO DO SUL;SP;9531190;;;;;Mercado interno;;C-Pessoa juridica contribuinte;'26643703000121;29/05/2024;'636415961113;34;PEDRO;';;;;;;;30.466;29/05/2024;0;   ;;AFE S TRANSPORTE - DECLARAÇÃO - REV05-MUD. SALA;Distribuidor;   ;                              ;;15/02/2023;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;19/12/2024;50;GRUPO X-SAFE                       ;Opcional com default SIM
1;85;LAM MEDICAL;LAM MEDICAL;LAM MEDICAL COMERCIO DE MATERIAIS CIRURGICOS LTDA;Venda proibida                  ;JOSE IVAN;estoque@lammedical.com.br;          ;3547809;FRANCISCO ALVES                    ;169;ANDAR 18 SALA 1;JARDIM;SANTO ANDRE;SP;9090790;FRANCISCO ALVES                    ;169;ANDAR 18 SALA 1;JARDIM;SANTO ANDRE;SP;9090790;;;;;Mercado interno;;C-Pessoa juridica contribuinte;'18351223000169;26/04/2024;'626498720116;1;SURGICAL;';;;;;;;30.306;26/04/2024;0;   ;;Ciente Sem contrato ativo;Distribuidor;   ;                              ;;15/02/2023;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;05/12/2024;19;LAM MEDICAL                        ;Opcional com default SIM
1;86;NEOMED;NEOMED;NEOMED MATERIAL HOSPITALAR LTDA;Venda proibida                  ;FINANCEIRO;financeiro@neomed.bio.br;          ;5300108;SIA TRECHO 4                       ;5;LOTE 1130 LOJA;ZONA INDUSTRIAL (GUA;BRASILIA;DF;71200042;SIA TRECHO 4                       ;5;LOTE 1130 LOJA;ZONA INDUSTRIAL (GUA;BRASILIA;DF;71200042;;;;;Mercado interno;;C-Pessoa juridica contribuinte;'11158653000110;14/10/2024;'752746300112;34;PEDRO;';;;;;;;31.434;13/12/2024;0;   ;;AFE COM TRANSPORTE - REV05 - SEM CONTRATO;Distribuidor;   ;                              ;;17/02/2023;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;19/12/2024;27;NEOMED                             ;Opcional com default SIM
1;87;GO-TRANS ASSESSORIA;GO-TRANS ASSESSORIA;GO-TRANS ASSESSORIA ADUANEIRA LTDA.;Liberado com limite de credito  ;;;          ;3550308;ALEXANDRE DUMAS                    ;1708;ANDAR 3 SALA 01;CHACARA SANTO ANTONI;SAO PAULO;SP;4717004;ALEXANDRE DUMAS                    ;1708;ANDAR 3 SALA 01;CHACARA SANTO ANTONI;SAO PAULO;SP;4717004;;;;;Mercado interno;;C-Pessoa juridica contribuinte;'11039789000100;08/04/2024;'000000;1;SURGICAL;';;;;;;;699;08/04/2024;10000;   ;;;Outros;   ;                              ;;22/02/2023;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;11/01/2024;59;GO-TRANS ASSESSORIA                ;Opcional com default SIM
1;88;GNC MEDICAL ES;GNC MEDICAL ES;GNC MEDICAL ES LTDA;Liberado com limite de credito  ;ADRIANA TONON;qualidade@gncmedical.com.br;1281647;3205309;RUA JOSE ALEXANDRE BUAIZ           ;190;SL1704;ENSEADA DO SUA;VITORIA;ES;29050545;RUA JOSE ALEXANDRE BUAIZ           ;190;SL1704;ENSEADA DO SUA;VITORIA;ES;29050545;;;;;Mercado interno;;C-Pessoa juridica contribuinte;'40378412000184;23/07/2024;'083727310;34;PEDRO;';;;;;;;814;23/07/2024;0;   ;;AFE SEM TRANSPORTE - DECLARAÇÃO - ALVARÁ S. COM VEIC. -REV05;Distribuidor;   ;                              ;;22/02/2023;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;08/11/2024;13;GNC MEDICAL                        ;Opcional com default SIM
1;89;IBEC;IBEC;INSTITUTO BRASILEIRO DE ENSAIOS DE CONFORMIDADE LT;Liberado com limite de credito  ;;.;          ;3519071;ROD JORNALISTA F. AGUIRRE PROENCA  ;32;KM 9;CHACARAS ASSAY;HORTOLANDIA;SP;13186904;ROD JORNALISTA F. AGUIRRE PROENCA  ;32;KM 9;CHACARAS ASSAY;HORTOLANDIA;SP;13186904;;;;;Mercado interno;;C-Pessoa juridica contribuinte;'01733774000194;          ;'748021166110;1;SURGICAL;';;;;;;;28.730;27/03/2023;0;   ;;;Particular;   ;                              ;;23/02/2023;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;11/01/2024;;;Opcional com default SIM
1;90;BLACK WHEELS INVESTIMENTOS;BLACK WHEELS INVESTIMENTOS;BLACK WHEELS INVESTIMENTOS E PARTICIPACOES LTDA;Liberado com limite de credito  ;;;          ;3548807;RAFAEL CORREA SAMPAIO              ;490;CASA 08 PARTE;SANTA PAULA;SAO CAETANO DO SUL;SP;9541250;RAFAEL CORREA SAMPAIO              ;490;CASA 08 PARTE;SANTA PAULA;SAO CAETANO DO SUL;SP;9541250;;;;;Nao Contr/Consumidor;;B-Pessoa juridica e nao contribuinte;'46459808000132;23/02/2024;'ISENTO;1;SURGICAL;';;;;;;;649;23/02/2024;100000;   ;;;Particular;   ;                              ;;02/03/2023;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;11/01/2024;53;BLACK WHEELS                       ;Opcional com default SIM
1;91;QUALITY GO;QUALITY GO;QUALITY COMERCIAL DE PRODUTOS MEDICOS HOSPITALARES;Liberado com limite de credito  ;MICHELLE;rt.go@qualitymedical.com.br;4661151;5208707;AVENIDA T 7                        ;S/N;SALA COMERCIAL;SETOR OESTE;GOIANIA;GO;74140110;AVENIDA T 7                        ;S/N;SALA COMERCIAL;SETOR OESTE;GOIANIA;GO;74140110;;;;;Mercado interno;;C-Pessoa juridica contribuinte;'31305975000151;17/12/2024;'107359553;34;PEDRO;';;;;;;;31.639;03/02/2025;0;   ;;AFE COM TRANSPORTE - REV05;Distribuidor;   ;                              ;;07/03/2023;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;30/01/2025;39;QUALITY                            ;Opcional com default SIM
1;92;FAST MEDICAL COMERCIO HOSPITALAR LT;FAST MEDICAL;FAST MEDICAL COMERCIO HOSPITALAR LTDA;Venda proibida                  ;;paula.figueiredo@fmedical.com.br, compras@fmedical.com.br;          ;5103403;AV HISTORIADOR RUBENS DE MENDONCA  ;2368;;JARDIM ACLIMACAO;CUIABA;MT;78050280;AV HISTORIADOR RUBENS DE MENDONCA  ;2368;;JARDIM ACLIMACAO;CUIABA;MT;78050280;;;;;Mercado interno;;C-Pessoa juridica contribuinte;'06988101000107;          ;'136317073;1;SURGICAL;';;;;;;;       ;          ;5000;   ;;CLIENTE INATIVADO SEM RENOVAÇÃO DE QUALIFICAÇÃO. LAÍS MENEZE;Distribuidor;   ;                              ;;28/03/2023;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;10/07/2023;;;Opcional com default SIM
1;93;BRIGHT CE;BRIGHT CE;BRIGHT COMERCIO DE MATERIAIS MEDICOS LTDA;Liberado com limite de credito  ;Mariana Edwirges;qualidade.ce@bright.med.br;541387;2304400;RUA COSTA BARROS                   ;915;SALA-1305;CENTRO;FORTALEZA;CE;60160280;RUA COSTA BARROS                   ;915;SALA-1305;CENTRO;FORTALEZA;CE;60160280;(85)4115-6185;;;;Mercado interno;;C-Pessoa juridica contribuinte;'36662616000175;30/03/2023;'062387545;1;SURGICAL;';;;;;;;28.754;30/03/2023;0;   ;;AFE SEM TRANSPORTE - DECLARAÇÃO                 REV05;Distribuidor;   ;                              ;;29/03/2023;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;16/12/2024;4;BRIGHT                             ;Opcional com default SIM
1;94;G4 EDUCACAO LTDA;G4 EDUCACAO LTDA;G4 EDUCACAO LTDA;Cliente provisorio              ;;;          ;3505708;GRAJAU                             ;614;CONJ 408;ALPHAVILLE CENTRO IN;BARUERI;SP;6454050;GRAJAU                             ;614;CONJ 408;ALPHAVILLE CENTRO IN;BARUERI;SP;6454050;;;;;Mercado interno;;C-Pessoa juridica contribuinte;'42080852000186;          ;'138902838119;1;SURGICAL;';;;;;;;       ;          ;30000;   ;;;Outros;   ;                              ;;31/03/2023;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;31/03/2023;;;Opcional com default SIM
1;95;SOCIEDADE BRASILEIRA DE DISFUNCAO T;SOCIEDADE BRASILEIRA DE DISFUNCAO T;SOCIEDADE BRASILEIRA DE DISFUNCAO TEMPOROMANDIBULA;Cliente provisorio              ;;;          ;3106200;ARRUDAS                            ;225;;SANTA LUCIA;BELO HORIZONTE;MG;30360400;ARRUDAS                            ;225;;SANTA LUCIA;BELO HORIZONTE;MG;30360400;;;;;Nao Contr/Consumidor;;B-Pessoa juridica e nao contribuinte;'17087687000147;          ;'ISENTO;1;SURGICAL;';;;;;;;       ;          ;50000;   ;;;Hospital;   ;                              ;;31/03/2023;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;31/03/2023;;;Opcional com default SIM
1;96;FORT MED DISTRIBUIDORA E IMPORTADOR;FORT MED DISTRIBUIDORA E IMPORTADOR;FORT MED DISTRIBUIDORA E IMPORTADORA DE PRODUTOS M;Venda proibida                  ;LEANDRO;diretoria.fortmed@gmail.com;          ;3304557;ALMIRANTE JULIO DE SA BIERRENBACH  ;65;BL4SL21;JACAREPAGUA;RIO DE JANEIRO;RJ;22775028;ALMIRANTE JULIO DE SA BIERRENBACH  ;65;BL4SL21;JACAREPAGUA;RIO DE JANEIRO;RJ;22775028;;;;;Mercado interno;;C-Pessoa juridica contribuinte;'36402646000142;          ;'0;1;SURGICAL;';;;;;;;       ;          ;0;   ;;DISTRIBUIDOR INATIVO - SEM QUALIFICAÇÃO;Distribuidor;   ;                              ;;04/04/2023;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;10/07/2023;;;Opcional com default SIM
1;97;RF MEDICAL;RF MEDICAL;RF MEDICAL;Liberado com limite de credito  ;;;          ;9999999;254, BEOTKKOT-RO #502-#507         ;254;;SEOUL;EXTERIOR;EX;0;254, BEOTKKOT-RO #502-#507         ;254;;SEOUL;EXTERIOR;EX;0;;;;;Exportacao;;J-Estrangeiro;'              ;          ;'ISENTO;1;SURGICAL;';;;;;;;29.537;20/10/2023;0;   ;;;Distribuidor;   ;                              ;;05/04/2023;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;05/04/2023;;;Opcional com default SIM
1;98;VENTERA COMERCIAL;VENTERA COMERCIAL;VENTERA COMERCIAL LTDA;Liberado com limite de credito  ;Tiago Duarte;tiago.duarte@ventera.com.br;5282537;3550308;PEREIRA ESTEFANO                   ;114;SALA 807 E 808;VILA DA SAUDE;SAO PAULO;SP;4144070;PEREIRA ESTEFANO                   ;114;SALA 807 E 808;VILA DA SAUDE;SAO PAULO;SP;4144070;;;;;Mercado interno;;C-Pessoa juridica contribuinte;'22807889000156;21/01/2025;'144774786111;34;PEDRO;';;;;;;;31.607;28/01/2025;0;   ;;AFE SEM TRANSPORTE - DECLARAÇÃO                 REV05;Distribuidor;   ;                              ;;06/04/2023;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;27/11/2024;49;VENTERA                            ;Opcional com default SIM
1;99;CONQUISTE360;CONQUISTE360;CONQUISTE SOLUCOES E MARKETING LTDA;Liberado com limite de credito  ;;;          ;3550308;M.M.D.C.                           ;450;CONJ 509;BUTANTA;SAO PAULO;SP;5510020;M.M.D.C.                           ;450;CONJ 509;BUTANTA;SAO PAULO;SP;5510020;;;;;Nao Contr/Consumidor;;B-Pessoa juridica e nao contribuinte;'24629902000150;13/04/2023;'ISENTO;1;SURGICAL;';;;;;;;383;13/04/2023;10000;   ;;;Particular;   ;                              ;;12/04/2023;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;11/01/2024;55;CONQUISTE                          ;Opcional com default SIM
1;100;WORLD RESIDUOS LTDA;GLOBAL SOLUCOES AMBIENTAIS LTDA;WORLD RESIDUOS LTDA;Liberado com limite de credito  ;GLOBAL SOLUCOES;;          ;3530607;LOURENCO DE SOUZA FRANCO           ;2662;SALA 1;JUNDIAPEBA;MOGI DAS CRUZES;SP;8750560;LOURENCO DE SOUZA FRANCO           ;2662;SALA 1;JUNDIAPEBA;MOGI DAS CRUZES;SP;8750560;;;;;Mercado interno;;C-Pessoa juridica contribuinte;'10837412000134;          ;'454350787112;10;LAIS M.;';;;;;;;28.400;23/12/2022;0;   ;;;Distribuidor;   ;                              ;;24/04/2023;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;24/04/2023;;;Opcional com default SIM
1;101;BANCO DO BRASIL SA;DIRECAO GERAL;BANCO DO BRASIL SA;Liberado com limite de credito  ;;xxxx;          ;5300108;SAUN QUADRA 5 LOTE B TORRES I, II E;SN;;ASA NORTE;BRASILIA;DF;70040912;SAUN QUADRA 5 LOTE B TORRES I, II E;SN;;ASA NORTE;BRASILIA;DF;70040912;;;;;Mercado interno;;C-Pessoa juridica contribuinte;'00000000000191;          ;'000000;1;SURGICAL;';;;;;;;       ;          ;1500000;   ;;;Particular;   ;                              ;;05/05/2023;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;05/05/2023;;;Opcional com default SIM
1;102;I9MED;I9MED;I9MED REPRESENTACOES E COMERCIO DE PRODUTOS HOSPIT;Liberado com limite de credito  ;JULIANA;financeiro@i9medimplantes.com.br;          ;1501402;TRES DE MAIO                       ;1093;;SAO BRAS;BELEM;PA;66063388;TRES DE MAIO                       ;1093;;SAO BRAS;BELEM;PA;66063388;;;;;Mercado interno;;C-Pessoa juridica contribuinte;'22871465000150;06/12/2023;'154934984;1;SURGICAL;';;;;;;;29.681;06/12/2023;100000;   ;;;Distribuidor;   ;                              ;;23/05/2023;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;11/01/2024;15;I9MED                              ;Opcional com default SIM
1;103;INSTITUTO DO CANCER SP;INSTITUTO DO CANCER SP;INSTITUTO DO CANCER ARNALDO VIEIRA DE CARVALHO;Liberado com limite de credito  ;Amanda Quirino;compras@doutorarnaldo.org;          ;3550308;RUA DOUTOR CESARIO MOTA JUNIOR     ;112;;VILA BUARQUE;SAO PAULO;SP;1221020;RUA DOUTOR CESARIO MOTA JUNIOR     ;112;;VILA BUARQUE;SAO PAULO;SP;1221020;3338-0307;3362-3343;;;Nao Contr/Consumidor;;B-Pessoa juridica e nao contribuinte;'60945854000172;          ;'ISENTO;1;SURGICAL;';;;;;;;30.205;08/04/2024;0;   ;;;Hospital;   ;                              ;;15/06/2023;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;11/01/2024;;;Opcional com default SIM
