Codigo produto;;Descricao do produto;Estoque total interno (disponivel+reserva);Estoque reserva;Estoque disponivel;Estoque minimo;Valor do custo medio unitario;Valor da ultima compra;Valor da ultima compra em moeda;Saidas (demanda) mes anterior 1;Saidas (demanda) mes anterior 2;Saidas (demanda) mes anterior 3;Saidas (demanda) mes anterior 4;Tipo da moeda;Tipo do produto;Servico correspondente;Estoque nao conforme;Indicador de calculo do estoque minimo;Marca do produto;Tipo do conjunto;Topico;Indicador de inventario;CST de ICMS;Aliquota ICMS interna;Codigo do convenio;Categoria do convenio;Quantidade maxima para cobranca;Numero registro MS/ANVISA;Data validade do registro MS/ANVISA;Codigo da etiqueta MS/ANVISA;NCM;Indicador de controle de lote;Estoque externo;Estoque total;Controle de validade;Produto esteril;Tipo calculo estoque minimo;Quantidade de dias estoque minimo;Fornecedor preferencial;Codigo de referencia;Unidade compra/Quantidade embalagem;Codigo interno do produto;Situacao do produto;Data da ultima saida;Tipo de remessa do produto;Aliquota de IPI para compra;Aliquota de IPI para venda;Mensagem para tributacao de ICMS;Data da ultima compra;Estoque deposito externo;Valor de reposicao;Codigo para tributacao de ICMS;Codigo para tributacao de IPI;Localizacao no estoque;Estoque Segregado;Descricao comercial;Observacoes internas;Tipo;Grupo do produto;Percentual de PIS para saida;Percentual de COFINS para saida;Data de cadastro;Funcionario responsavel pelo cadastro;CEST-Codigo especificador Substituicao Tributaria;Tipo da data de validade do lote;Data do primeiro movimento de estoque;Data do ultimo movimento de estoque;Codigo TUSS;Classificacao de risco MS/ANVISA;Unidade de venda;Descricao completa - portugues;Descricao completa - importacao/exportacao;Saldo em Conjunto Interno;Saldo em Conjunto Externo;Peso Bruto;Peso Liquido;GTIN-13 do fabricante;EX TIPI;Produto exige registro ANVISA?;Estoque em quarentena;Fator conversao unid.comercial p/unid.tributavel;Codigo identitificador;Perfil para determinacao tributos federais;Quantidade de anos de validade
'JET 2030B;0;CATETER MULTIPOLAR JET-TIP,;0;0;0;0;3.396,34;3.396,34;3.396,34;0;0;0;0;01 - DOLAR;Normal;;0;S-Lista;RF MEDICAL;Nao e conjunto;65-RADIOLOGIA INTERVENCIONISTA;Fisico=SIM - Fiscal=SIM;'040;0;;;SEM limite;80410900047;26/06/2027;1;9018.39.29;Controle total lote;0;0;SIM Qt.anos= 3 DD/MM/AA;SIM;Calculo Manual;60;02/     4-RBTG;'JET 2030B;UN /      1;454;Ativo em catalogo;17/05/2023;1-IMPLANT./DESCART(REVENDA);0;0;6;17/05/2023;0;3.525,00;NACIONAL ISENTO;ISENTO;;0;CATETER MULTIPOLAR JET-TIPC,DIAM.1.5MM. COMP.20CM, EXP.3CM,  REFRIGERADO, PONTA UNICA, COM PERFUSAO SALINA, CABO FLEXIVEL;;651-ABLACAO;001-RADIOFREQUENCIA;0;0;15/05/2023;10-LAIS M.;;Dia/mes/ano (DD/MM/AA);17/05/2023;17/05/2023;;III-Alto risco;UN;;;0;0;0;0;;;Sim;0;1;;;3
'LONG-75-B;0;KIT CAN. C2 SELECT 360 ESTIMUL;0;0;0;0;627,86;0;0;0;0;0;0;01 - DOLAR;Normal;;0;S-Lista;RBTG BRASIL;Nao e conjunto;25-CABECA E PESCOCO;Fisico=SIM - Fiscal=SIM;'040;0;;;SEM limite;81086979016;Vigente;1;9018.39.29;Controle total lote;0;0;SIM Qt.anos= 4 DD/MM/AA;SIM;Calculo Manual;60;02/     4-RBTG;'LONG-75-B;UN /      1;152;Ativo em catalogo;26/06/2023;1-IMPLANT./DESCART(REVENDA);0;0;0;;0;0;NACIONAL ISENTO;ISENTO;;0;KIT CANULA C2 SELECT 360 PARA ESTIMULACAO RECORRENTE COM 4;;251-MONITORIZACAO;004-KIT TIREOIDE;0;0;22/12/2022;998-VIMAN;;Dia/mes/ano (DD/MM/AA);04/01/2023;26/06/2023;;II-Medio risco;UN;KIT CANULA C2 SELECT 360 PARA ESTIMULACAO RECORRENTE COM 4;;0;0;0;0;;;Sim;0;1;;;4
'M-3004;0;GERADOR DE RF MYGEN M-3004;1;0;1;0;103.605,93;140.453,27;140.453,27;0;0;0;0;01 - DOLAR;Normal;;1;S-Lista;RF MEDICAL;Nao e conjunto;75-EQUIPAMENTO;Fisico=SIM - Fiscal=SIM;'100;18;;;SEM limite;80410900047;26/06/2027;1;9018.19.80;Controle total lote;7;8;NAO;NAO;Calculo Manual;60;02/     2-SURGICAL LINE;'M-3004;UN /      1;168;Ativo em catalogo;28/04/2023;2-INSTRUM./EQUIPAM(REVENDA);1,3;1,3;0;25/04/2023;0;152.088,00;DIRETO TRIB.;PRODUTO TRIBUTA;;1;GERADOR DE RF MYGEN M-3004;;757-ABLACAO;002-RADIOFREQUENCIA;1,65;7,6;22/12/2022;998-VIMAN;;;04/01/2023;19/12/2023;;III-Alto risco;UN;GERADOR DE RF MYGEN M-3004;;0;0;0;0;;;Sim;0;1;;;0
'MC303;0;ELETR. THYROID-FORCEPS;27;0;27;0;630,04;0;0;0;0;0;0;01 - DOLAR;Normal;;0;S-Lista;JIANGSU BONSS MEDICA;Nao e conjunto;25-CABECA E PESCOCO;Fisico=SIM - Fiscal=SIM;'200;18;;;SEM limite;81050760056;06/03/2029;1;9018.19.80;Controle total lote;0;27;SIM Qt.anos= 4 DD/MM/AA;SIM;Calculo Manual;60;02/     2-SURGICAL LINE;'MC303;UN /      1;159;Ativo em catalogo;;1-IMPLANT./DESCART(REVENDA);0;0;0;;0;0;INDIRETO TRIB.;ISENTO;;0;ELETRODO THYROID-FORCEPS;;252-PLASMA;001-PLASMA TIREOIDE;1,65;7,6;22/12/2022;998-VIMAN;;Dia/mes/ano (DD/MM/AA);04/01/2023;01/12/2023;;III-Alto risco;UN;ELETRODO THYROID-FORCEPS;;0;0;0;0;;;Sim;0;1;;;4
'MC304;0;ELETR. TMJ-SZ;0;0;0;0;1.230,16;0;0;0;0;0;0;01 - DOLAR;Normal;;0;S-Lista;JIANGSU BONSS MEDICA;Nao e conjunto;20-BUCOMAXILO;Fisico=SIM - Fiscal=SIM;'200;18;;;SEM limite;81050760056;06/03/2029;1;9018.19.80;Controle total lote;0;0;SIM Qt.anos= 3 DD/MM/AA;SIM;Calculo Manual;60;02/     2-SURGICAL LINE;'MC304;UN /      1;102;Ativo em catalogo;19/05/2023;1-IMPLANT./DESCART(REVENDA);0;0;0;;0;0;INDIRETO TRIB.;ISENTO;;0;ELETRODO TMJ-SZ;;202-PLASMA;001-PLASMA BUCO;1,65;7,6;22/12/2022;998-VIMAN;;Dia/mes/ano (DD/MM/AA);04/01/2023;19/05/2023;;III-Alto risco;UN;ELETRODO TMJ-SZ;;0;0;0;0;;;Sim;0;1;;;3
'MC304B;0;PONTEIRA DE PLASMA PARA SONDA;0;0;0;4;1.153,90;1.153,90;1.153,90;13;0;-15;0;01 - DOLAR;Normal;;0;S-Lista;JIANGSU BONSS MEDICA;Nao e conjunto;99-AJUSTAR;Fisico=SIM - Fiscal=SIM;'200;18;;;SEM limite;81050760134;09/01/2033;1;9018.19.80;Controle total lote;0;0;SIM Qt.anos= 3 DD/MM/AA;SIM;Calculo automatico;60;02/     4-RBTG;'MC304B;UN /      1;440;Ativo em catalogo;21/12/2023;1-IMPLANT./DESCART(REVENDA);0;0;0;21/12/2023;0;1.543,81;INDIRETO TRIB.;ISENTO;;0;PONTEIRA DE PLASMA PARA SONDA DE CIRURGIA MAXILOFACIAL SEM   MARCACAO DE 1,7MM E  90MM;;990-AJUSTAR;001-AJUSTAR;1,65;7,6;05/04/2023;10-LAIS M.;;Dia/mes/ano (DD/MM/AA);21/12/2023;21/12/2023;;III-Alto risco;UN;;;0;0;0;0;;;Sim;0;1;;;3
'MC305A;0;PONTEIRA DE PLASMA PARA SONDA;0;0;0;0;0;0;0;0;0;0;0;01 - DOLAR;Normal;;0;S-Lista;JIANGSU BONSS MEDICA;Nao e conjunto;99-AJUSTAR;Fisico=SIM - Fiscal=SIM;'200;18;;;SEM limite;81050760134;09/01/2033;1;9018.19.80;Controle total lote;0;0;SIM Qt.anos= 3 DD/MM/AA;SIM;Calculo automatico;60;02/     4-RBTG;'MC305A;UN /      1;439;Ativo em catalogo;;1-IMPLANT./DESCART(REVENDA);0;0;0;;0;0;INDIRETO TRIB.;ISENTO;;0;PONTEIRA DE PLASMA PARA SONDA DE PALATO  COM IRRIGACAO;;990-AJUSTAR;001-AJUSTAR;1,65;7,6;05/04/2023;10-LAIS M.;;Dia/mes/ano (DD/MM/AA);00/00/00;00/00/00;;III-Alto risco;UN;;;0;0;0;0;;;Sim;0;1;;;3
'MC402;0;ELETR. TONSIL-BLATORMAX;1;0;1;0;1.067,22;0;0;2;0;0;0;01 - DOLAR;Normal;;0;S-Lista;JIANGSU BONSS MEDICA;Nao e conjunto;60-OTORRINO;Fisico=SIM - Fiscal=SIM;'200;18;;;SEM limite;81050760056;06/03/2029;1;9018.19.80;Controle total lote;0;1;SIM Qt.anos= 3 DD/MM/AA;SIM;Calculo Manual;60;02/     2-SURGICAL LINE;'MC402;UN /      1;103;Ativo em catalogo;06/12/2023;1-IMPLANT./DESCART(REVENDA);0;0;0;;0;0;INDIRETO TRIB.;ISENTO;;0;ELETRODO TONSIL-BLATORMAX;;601-PLASMA;001-PLASMA OTORRINO;1,65;7,6;22/12/2022;998-VIMAN;;Dia/mes/ano (DD/MM/AA);04/01/2023;06/12/2023;;III-Alto risco;UN;ELETRODO TONSIL-BLATORMAX;;0;0;0;0;;;Sim;0;1;;;3
'MC402C;0;PONTEIRA DE PLASMA PARA CIRURG;0;0;0;1;1.166,01;1.166,01;1.166,01;2;0;-1;0;01 - DOLAR;Normal;;0;S-Lista;JIANGSU BONSS MEDICA;Nao e conjunto;99-AJUSTAR;Fisico=SIM - Fiscal=SIM;'200;18;;;SEM limite;81050760134;09/01/2033;1;9018.19.80;Controle total lote;0;0;SIM Qt.anos= 3 DD/MM/AA;SIM;Calculo automatico;60;02/     4-RBTG;'MC402C;UN /      1;445;Ativo em catalogo;21/12/2023;1-IMPLANT./DESCART(REVENDA);0;0;0;21/12/2023;0;1.560,02;INDIRETO TRIB.;ISENTO;;0;PONTEIRA DE PLASMA PARA CIRURGIA NASAL, HEMANGIOMA, CIRURGIA DE BASE DE CRANIO NASAL ENDOSCOPICA, TONSILECTOMIA EADENOIDE;;990-AJUSTAR;001-AJUSTAR;1,65;7,6;05/04/2023;10-LAIS M.;;Dia/mes/ano (DD/MM/AA);21/12/2023;21/12/2023;;III-Alto risco;UN;;;0;0;0;0;;;Sim;0;1;;;3
'ME-75;0;KIT CAN. MONITOR. ENDOTRAQUEAL;85;45;40;65;438,2;439,2;439,2;80;60;45;225;01 - DOLAR;Normal;;0;S-Lista;RBTG BRASIL;Nao e conjunto;25-CABECA E PESCOCO;Fisico=SIM - Fiscal=SIM;'040;0;;;SEM limite;81086979025;Vigente;1;9018.39.29;Controle total lote;0;85;SIM Qt.anos= 4 DD/MM/AA;SIM;Calculo Manual;60;02/     4-RBTG;'ME-75;UN /      1;155;Ativo em catalogo;09/01/2024;1-IMPLANT./DESCART(REVENDA);0;0;0;09/01/2024;0;483,97;NACIONAL ISENTO;ISENTO;;0;KIT CANULA MONITORIZACAO ENDOTRAQUEAL ALM;;251-MONITORIZACAO;004-KIT TIREOIDE;0;0;22/12/2022;998-VIMAN;;Dia/mes/ano (DD/MM/AA);04/01/2023;09/01/2024;;II-Medio risco;UN;KIT CANULA MONITORIZACAO ENDOTRAQUEAL ALM;;0;0;0;0;;;Sim;0;1;;;4
'MIC.0003;0;MIC.0003;0;0;0;0;68.793,28;0;0;0;0;0;0;01 - DOLAR;Conjunto;;0;N-NAO Lista;SURGICAL LINE;Conj.c/contr.indiv;90-CONJUNTO;Fisico=Nao - Fiscal=Nao;'040;0;;;SEM limite;;;1;9021.10.20;Controle total lote;1;1;NAO;NAO;Calculo automatico;60;02/     2-SURGICAL LINE;'MIC.0003;CJ /      1;309;Ativo em catalogo;;0-GERAL;0;0;0;09/01/2023;0;0;NACIONAL ISENTO;ISENTO;;0;MIC.0003;;902-CONTROLE INDIVIDUAL;001-CONTROLE INDIVIDUAL;0;0;09/01/2023;8-JONATAS N;;;09/01/2023;02/01/2024;;;CJ;;;0;0;0;0;;;Nao;0;1;;;0
'MIC.0005;0;MIC.0005;1;1;0;0;91.953,71;0;0;0;0;0;0;01 - DOLAR;Conjunto;;0;N-NAO Lista;SURGICAL LINE;Conj.c/contr.indiv;90-CONJUNTO;Fisico=Nao - Fiscal=Nao;'040;0;;;SEM limite;;;1;9021.10.20;Controle total lote;0;1;NAO;NAO;Calculo automatico;60;02/     2-SURGICAL LINE;'MIC.0005;CJ /      1;303;Ativo em catalogo;;0-GERAL;0;0;0;04/01/2023;0;0;NACIONAL ISENTO;ISENTO;;0;MIC.0005;;902-CONTROLE INDIVIDUAL;001-CONTROLE INDIVIDUAL;0;0;04/01/2023;998-VIMAN;;;04/01/2023;08/01/2024;;;CJ;;;0;0;0;0;;;Nao;0;1;;;0
'MNXF3BZ/A;0;IPAD PRO 11 WIFI 256GB SPACE G;0;0;0;0;0;0;0;0;0;0;0;01 - DOLAR;Normal;;0;S-Lista;SURGICAL LINE;Nao e conjunto;99-AJUSTAR;Fisico=SIM - Fiscal=SIM;'000;18;;;SEM limite;;;1;8471.30.12;Controle total lote;0;0;NAO;NAO;Calculo automatico;60;02/     2-SURGICAL LINE;'MNXF3BZ/A;UN /      1;482;Ativo em catalogo;;3-ESTOQUE IMOBILIZADO;0;0;0;;0;0;NACIONAL TRIB.;ISENTO;;0;IPAD PRO 11 WIFI 256GB SPACE G;;990-AJUSTAR;001-AJUSTAR;1,65;7,6;12/06/2023;15-PAULO S.;;;00/00/00;00/00/00;;;UN;;;0;0;0;0;;;Nao;0;1;;;0
'MPNY3BE/A;0;AIRPODS 3RD GEN LIGHTNING-BES;0;0;0;0;0;0;0;0;0;0;0;01 - DOLAR;Normal;;0;S-Lista;SURGICAL LINE;Nao e conjunto;99-AJUSTAR;Fisico=SIM - Fiscal=SIM;'000;18;;;SEM limite;;;1;8518.30.00;Controle total lote;0;0;NAO;NAO;Calculo automatico;60;02/     2-SURGICAL LINE;'MPNY3BE/A;UN /      1;484;Ativo em catalogo;;3-ESTOQUE IMOBILIZADO;0;0;0;;0;0;NACIONAL TRIB.;ISENTO;;0;AIRPODS 3RD GEN LIGHTNING-BES;;990-AJUSTAR;001-AJUSTAR;1,65;7,6;12/06/2023;15-PAULO S.;;;00/00/00;00/00/00;;;UN;AIRPODS 3RD GEN LIGHTNING-BES;;0;0;0;0;;;Nao;0;1;;;0
'MU8F2BZ/A;0;APPLE PENCIL 2ND GEN-BRA;0;0;0;0;0;0;0;0;0;0;0;01 - DOLAR;Normal;;0;S-Lista;SURGICAL LINE;Nao e conjunto;99-AJUSTAR;Fisico=SIM - Fiscal=SIM;'000;18;;;SEM limite;;;1;8471.60.59;Controle total lote;0;0;NAO;NAO;Calculo automatico;60;02/     2-SURGICAL LINE;'MU8F2BZ/A;UN /      1;485;Ativo em catalogo;;3-ESTOQUE IMOBILIZADO;0;0;0;;0;0;NACIONAL TRIB.;ISENTO;;0;APPLE PENCIL 2ND GEN-BRA;;990-AJUSTAR;001-AJUSTAR;1,65;7,6;12/06/2023;15-PAULO S.;;;00/00/00;00/00/00;;;UN;APPLE PENCIL 2ND GEN-BRA;;0;0;0;0;;;Nao;0;1;;;0
'MXQT2BZ/A;0;IPAD MAGIC KEYBOARD 11 BLACK-B;0;0;0;0;0;0;0;0;0;0;0;01 - DOLAR;Normal;;0;S-Lista;SURGICAL LINE;Nao e conjunto;99-AJUSTAR;Fisico=SIM - Fiscal=SIM;'000;18;;;SEM limite;;;1;8471.60.52;Controle total lote;0;0;NAO;NAO;Calculo automatico;60;02/     2-SURGICAL LINE;'MXQT2BZ/A;UN /      1;486;Ativo em catalogo;;3-ESTOQUE IMOBILIZADO;0;0;0;;0;0;NACIONAL TRIB.;ISENTO;;0;IPAD MAGIC KEYBOARD 11 BLACK-B;;990-AJUSTAR;001-AJUSTAR;1,65;7,6;12/06/2023;15-PAULO S.;;;00/00/00;00/00/00;;;UN;IPAD MAGIC KEYBOARD 11 BLACK-B;;0;0;0;0;;;Nao;0;1;;;0
'NEURO-75-M;0;KIT CAN.MAPEAMENTO NERVOS MONO;1;0;1;0;611,1;0;0;0;0;0;0;01 - DOLAR;Normal;;0;S-Lista;RBTG BRASIL;Nao e conjunto;50-NEUROCIRURGIA;Fisico=SIM - Fiscal=SIM;'040;0;;;SEM limite;81086970036;Vigente;1;9018.39.29;Controle total lote;0;1;SIM Qt.anos= 4 DD/MM/AA;SIM;Calculo Manual;60;02/     4-RBTG;'NEURO-75-M;UN /      1;148;Ativo em catalogo;;1-IMPLANT./DESCART(REVENDA);0;0;0;;0;0;NACIONAL ISENTO;ISENTO;;0;KIT CANULA MAPEAMENTO DE NERVOS P/ NEUROCIRURGIA, MONOPOLAR;;501-MONITORIZACAO;002-KIT NEURO;0;0;22/12/2022;998-VIMAN;;Dia/mes/ano (DD/MM/AA);04/01/2023;02/12/2023;;II-Medio risco;UN;KIT CANULA MAPEAMENTO DE NERVOS P/ NEUROCIRURGIA, MONOPOLAR;;0;0;0;0;;;Sim;0;1;;;4
'NEURO-75-MF;0;KIT CANULA MAPEAMENTO DE NERVO;0;0;0;4;2.588,19;2.588,19;2.588,19;0;0;4;0;01 - DOLAR;Normal;;0;S-Lista;RBTG BRASIL;Nao e conjunto;50-NEUROCIRURGIA;Fisico=SIM - Fiscal=SIM;'040;0;;;SEM limite;81086970036;Vigente;1;9018.39.29;Controle total lote;0;0;SIM Qt.anos= 3 DD/MM/AA;SIM;Calculo automatico;60;02/     4-RBTG;'NEURO-75-MF;UN /      1;524;Ativo em catalogo;30/10/2023;1-IMPLANT./DESCART(REVENDA);0;0;6;30/10/2023;0;2.852,00;NACIONAL ISENTO;ISENTO;;0;KIT CANULA MAPEAMENTO DE NERVOS PARA NEUROCIRURGIA;;501-MONITORIZACAO;002-KIT NEURO;0;0;27/10/2023;10-LAIS M.;;Dia/mes/ano (DD/MM/AA);30/10/2023;30/10/2023;;II-Medio risco;UN;;;0;0;0;0;;;Sim;0;1;;;3
'NGB-004;0;GUIA BIOPSIA ACO INOX 16-17-18;1;0;1;0;3.494,07;0;0;0;0;0;0;01 - DOLAR;Normal;;0;S-Lista;MEDICAL WAY;Nao e conjunto;40-GINECOLOGIA;Fisico=SIM - Fiscal=SIM;'000;18;;;SEM limite;80102511597;Vigente;1;9018.12.10;Controle total lote;0;1;NAO;NAO;Calculo Manual;;02/    16-MEDICALWAY;'NGB-004;UN /      1;79;Ativo em catalogo;;2-INSTRUM./EQUIPAM(REVENDA);0;0;0;;0;0;NACIONAL TRIB.;ISENTO;;0;GUIA DE BIOPSIA EM ACO INOXIDAVEL P TRANSDUTORES 16-17-18 G;;402-MANIPULADOR UTERINO;001-MANIPULADOR UTERINO;1,65;7,6;22/12/2022;998-VIMAN;;;04/01/2023;02/12/2023;;II-Medio risco;UN;GUIA DE BIOPSIA EM ACO INOXIDAVEL P TRANSDUTORES 16-17-18 G;;0;0;0;0;;;Sim;0;1;;;0
'PEDALRF;0;CHAVE DO PEDAL DE UNICO CANAL;2;0;2;0;479,75;0;0;0;0;0;0;01 - DOLAR;Normal;;0;S-Lista;RF MEDICAL;Nao e conjunto;75-EQUIPAMENTO;Fisico=SIM - Fiscal=SIM;'000;18;;;SEM limite;80410900047;26/06/2027;1;8538.90.90;Controle total lote;1;3;NAO;NAO;Calculo Manual;60;02/     2-SURGICAL LINE;'PEDALRF;UN /      1;167;Ativo em catalogo;;2-INSTRUM./EQUIPAM(REVENDA);0;0;0;;0;0;NACIONAL TRIB.;ISENTO;;0;CHAVE DO PEDAL DE UNICO CANAL;;757-ABLACAO;002-RADIOFREQUENCIA;1,65;7,6;22/12/2022;998-VIMAN;;;04/01/2023;01/12/2023;;III-Alto risco;UN;CHAVE DO PEDAL DE UNICO CANAL;;0;0;0;0;;;Sim;0;1;;;0
'PL1A-30-90974;0;TRANSDUTOR LINEAR P/ DP-30;2;0;2;0;2.060,92;0;0;0;0;0;0;01 - DOLAR;Normal;;0;S-Lista;KOLPLAST CI SA;Nao e conjunto;75-EQUIPAMENTO;Fisico=SIM - Fiscal=SIM;'000;18;;;SEM limite;80102511258;Vigente;1;9018.12.10;Controle total lote;0;2;NAO;NAO;Calculo Manual;;02/     2-SURGICAL LINE;'PL1A-30-90974;UN /      1;179;Ativo em catalogo;;2-INSTRUM./EQUIPAM(REVENDA);0;0;0;;0;0;NACIONAL TRIB.;ISENTO;;0;TRANSDUTOR LINEAR PARA DP-30;;757-ABLACAO;004-USG;1,65;7,6;22/12/2022;998-VIMAN;;;04/01/2023;01/12/2023;;II-Medio risco;UN;TRANSDUTOR LINEAR PARA DP-30;;0;0;0;0;;;Sim;0;1;;;0
'PR2A-30-90957;0;TRANSDUTOR CONVEXO PARA DP-30;2;0;2;0;3.572,25;0;0;0;0;0;0;01 - DOLAR;Normal;;0;S-Lista;MEDICAL WAY;Nao e conjunto;25-CABECA E PESCOCO;Fisico=SIM - Fiscal=SIM;'000;18;;;SEM limite;80102511258;Vigente;1;9018.12.10;Controle total lote;0;2;SIM Qt.anos= 3 DD/MM/AA;SIM;Calculo Manual;60;02/    16-MEDICALWAY;';UN /      1;301;Ativo em catalogo;;2-INSTRUM./EQUIPAM(REVENDA);0;0;0;;0;0;NACIONAL TRIB.;ISENTO;;0;TRANSDUTOR CONVEXO PARA DP-30;;253-ABLACAO;001-RADIOFREQUENCIA;1,65;7,6;04/01/2023;998-VIMAN;;Dia/mes/ano (DD/MM/AA);04/01/2023;01/12/2023;;II-Medio risco;UN;TRANSDUTOR CONVEXO PARA DP-30;;0;0;0;0;;;Sim;0;1;;;3
'PR3A-30-90970;0;TRANSDUTOR P/ DP-30/Z5/DC-N2;2;0;2;0;4.396,62;0;0;0;0;0;0;01 - DOLAR;Normal;;0;S-Lista;MEDICAL WAY;Nao e conjunto;75-EQUIPAMENTO;Fisico=SIM - Fiscal=SIM;'000;18;;;SEM limite;80102511258;Vigente;1;9018.12.10;Controle total lote;0;2;NAO;NAO;Calculo Manual;60;02/    16-MEDICALWAY;'PR3A-30-90970;UN /      1;172;Ativo em catalogo;;2-INSTRUM./EQUIPAM(REVENDA);0;0;0;;0;0;NACIONAL TRIB.;ISENTO;;0;TRANSDUTOR ENDOCAVITARIO PARA DP-30/Z5/DC-N2;;757-ABLACAO;002-RADIOFREQUENCIA;1,65;7,6;22/12/2022;998-VIMAN;;;04/01/2023;01/12/2023;;II-Medio risco;UN;TRANSDUTOR ENDOCAVITARIO PARA DP-30/Z5/DC-N2;;0;0;0;0;;;Sim;0;1;;;0
'PREC-75;0;KIT CAN. PRECISION;18;0;18;35;688,09;736,89;736,89;3;27;0;30;01 - DOLAR;Normal;;0;S-Lista;RBTG BRASIL;Nao e conjunto;25-CABECA E PESCOCO;Fisico=SIM - Fiscal=SIM;'040;0;;;SEM limite;81086979009;Vigente;1;9018.39.29;Controle total lote;0;18;SIM Qt.anos= 3 DD/MM/AA;SIM;Calculo Manual;60;02/     2-SURGICAL LINE;'PREC-75;UN /      1;156;Ativo em catalogo;09/01/2024;1-IMPLANT./DESCART(REVENDA);0;0;0;09/01/2024;0;812;NACIONAL ISENTO;ISENTO;;0;KIT CANULA PRECISION;;251-MONITORIZACAO;004-KIT TIREOIDE;0;0;22/12/2022;998-VIMAN;;Dia/mes/ano (DD/MM/AA);04/01/2023;09/01/2024;;II-Medio risco;UN;KIT CANULA PRECISION;;0;0;0;0;;;Sim;0;1;;;3
'RFP-300;0;BOMBA DE RESFRIAMENTO;0;0;0;0;3.950,54;0;0;0;0;0;0;01 - DOLAR;Normal;;0;S-Lista;RF MEDICAL;Nao e conjunto;75-EQUIPAMENTO;Fisico=SIM - Fiscal=SIM;'000;18;;;SEM limite;80410900047;26/06/2027;1;9018.19.80;Controle total lote;0;0;NAO;NAO;Calculo Manual;60;02/     5-RF MEDICAL;'RFP-300;UN /      1;171;Ativo em catalogo;;2-INSTRUM./EQUIPAM(REVENDA);0;0;0;;0;0;NACIONAL TRIB.;ISENTO;;1;BOMBA DE RESFRIAMENTO;;757-ABLACAO;002-RADIOFREQUENCIA;1,65;7,6;22/12/2022;998-VIMAN;;;04/01/2023;01/03/2023;;III-Alto risco;UN;BOMBA DE RESFRIAMENTO;;0;0;0;0;;;Sim;0;1;;;0
'RFTP 0707N;0;CAT. MULTI TIREOIDE 2X7X7 PRLN;0;0;0;0;1.185,05;1.887,60;1.887,60;3;0;0;0;01 - DOLAR;Normal;;0;S-Lista;RF MEDICAL;Nao e conjunto;25-CABECA E PESCOCO;Fisico=SIM - Fiscal=SIM;'040;0;;;SEM limite;80410900047;26/06/2027;1;9018.39.29;Controle total lote;0;0;SIM Qt.anos= 3 DD/MM/AA;SIM;Calculo Manual;60;02/     5-RF MEDICAL;'RFTP 0707N;UN /      1;197;Ativo em catalogo;08/01/2024;1-IMPLANT./DESCART(REVENDA);0;0;0;06/12/2023;0;2.080,00;NACIONAL ISENTO;ISENTO;;0;CATETER MULTIPOLAR TIREOIDE DIAM1.2MM COMP7CM EXP0.7CM PRLN;;253-ABLACAO;001-RADIOFREQUENCIA;0;0;22/12/2022;998-VIMAN;;Dia/mes/ano (DD/MM/AA);04/01/2023;08/01/2024;;III-Alto risco;UN;CATETER MULTIPOLAR TIREOIDE DIAM1.2MM COMP7CM EXP0.7CM PRLN;;0;0;0;0;;;Sim;0;1;;;3
'RFTP 0710N;0;CATETER MULTIPOLAR TIREOIDE;0;0;0;0;181,5;181,5;181,5;0;0;0;0;01 - DOLAR;Normal;;0;S-Lista;RF MEDICAL;Nao e conjunto;25-CABECA E PESCOCO;Fisico=SIM - Fiscal=SIM;'040;0;;;SEM limite;80410900047;26/06/2027;1;9018.39.29;Controle total lote;0;0;SIM Qt.anos= 3 DD/MM/AA;SIM;Calculo Manual;60;02/     4-RBTG;'RFTP 0710N;UN /      1;453;Ativo em catalogo;08/08/2023;1-IMPLANT./DESCART(REVENDA);0;0;6;15/09/2023;0;200;NACIONAL ISENTO;ISENTO;;0;CATETER MULTIPOLAR TIREOIDE DIAM.1,2MM, COMP.7CM,EXP1,0MM    REFRIGERADO, PONTA UNICA, PERILENO, TIREOIDE;;253-ABLACAO;001-RADIOFREQUENCIA;0;0;19/04/2023;10-LAIS M.;;Dia/mes/ano (DD/MM/AA);28/04/2023;02/01/2024;;III-Alto risco;UN;;;0;0;0;0;;;Sim;0;1;;;3
'RFTP-1007N;0;CAT. MULTIP TIREOIDE 1.2 X 10;0;0;0;0;0;0;0;0;0;0;0;01 - DOLAR;Normal;;0;S-Lista;RF MEDICAL;Nao e conjunto;25-CABECA E PESCOCO;Fisico=SIM - Fiscal=SIM;'040;0;;;SEM limite;80410900047;26/06/2027;1;9018.39.29;Controle total lote;0;0;SIM Qt.anos= 3 DD/MM/AA;SIM;Calculo Manual;;02/     5-RF MEDICAL;'RFTP-1007N;UN /      1;198;Ativo em catalogo;;1-IMPLANT./DESCART(REVENDA);0;0;0;;0;0;NACIONAL ISENTO;ISENTO;;0;CATETER MULTIPOLAR TIREOIDE DIAMETRO 1.2MM COMPRIMENTO 10CM;;253-ABLACAO;001-RADIOFREQUENCIA;0;0;22/12/2022;998-VIMAN;;Dia/mes/ano (DD/MM/AA);00/00/00;00/00/00;;III-Alto risco;UN;CATETER MULTIPOLAR TIREOIDE DIAMETRO 1.2MM COMPRIMENTO 10CM;;0;0;0;0;;;Sim;0;1;;;3
